course,prof,gpa,% of A,% of B,section_,semester
ARTS 325,BOLOGAN A,3.666,67%,33%,503,2019 Spring
ARTS 325,BOLOGAN A,2.882,24%,53%,700,2019 Spring
ARTS 349,LEIDERMAN D,3.675,76%,16%,501,2019 Spring
ARTS 349,LEIDERMAN D,3.217,45%,39%,502,2019 Spring
ARTS 349,SCHULD D,2.953,42%,38%,700,2019 Spring
ARTS 353,LISONBEE L,2.842,16%,53%,500,2019 Spring
ARTS 403,HONEYCUTT A,3.187,31%,56%,500,2019 Spring
ARTS 489,CAMPANA L,4.000,100%,0%,702,2019 Spring
VIST 105,DAVISON R,3.500,50%,50%,500,2019 Spring
VIST 106,KOUSTOV D,3.277,39%,50%,501,2019 Spring
VIST 106,COOK M,3.473,53%,42%,502,2019 Spring
VIST 106,DAVISON R,3.133,27%,60%,503,2019 Spring
VIST 106,SIMANDL K,3.263,32%,63%,504,2019 Spring
VIST 106,DAVISON R,3.111,22%,67%,505,2019 Spring
VIST 106,BOUJNIKH A,3.294,41%,53%,506,2019 Spring
VIST 170,JENKS M,3.125,31%,50%,501,2019 Spring
VIST 170,JENKS M,2.750,44%,19%,502,2019 Spring
VIST 170,JENKS M,3.550,55%,45%,503,2019 Spring
VIST 170,JENKS M,2.857,36%,29%,504,2019 Spring
VIST 170,JENKS M,2.684,16%,58%,505,2019 Spring
VIST 170,JENKS M,3.210,37%,58%,506,2019 Spring
VIST 201,BIEBER S,3.066,13%,80%,900,2019 Spring
VIST 206,RAMADAN H,3.842,84%,16%,501,2019 Spring
VIST 206,SUNGKAJUN A,3.500,57%,36%,502,2019 Spring
VIST 206,GOSWAMI S,4.000,100%,0%,503,2019 Spring
VIST 206,KICKLIGHTER C,3.631,74%,16%,504,2019 Spring
VIST 271,RINGHAM M,3.142,38%,38%,501,2019 Spring
VIST 271,RINGHAM M,2.812,31%,38%,502,2019 Spring
VIST 271,RINGHAM M,2.941,41%,29%,503,2019 Spring
VIST 271,RINGHAM M,2.950,40%,25%,505,2019 Spring
VIST 271,RINGHAM M,2.733,20%,40%,506,2019 Spring
VIST 284,ANDREASSON M,3.533,73%,20%,501,2019 Spring
VIST 284,ANDREASSON M,3.388,50%,39%,502,2019 Spring
VIST 284,LINDIG N,2.666,22%,44%,503,2019 Spring
VIST 284,KICKLIGHTER C,3.666,67%,33%,504,2019 Spring
VIST 284,KICKLIGHTER C,3.000,36%,36%,505,2019 Spring
VIST 284,PHELPS G,4.000,100%,0%,506,2019 Spring
VIST 284,JONES W,3.833,83%,17%,507,2019 Spring
VIST 284,GARZA M,3.200,55%,25%,508,2019 Spring
VIST 284,JONES W,3.200,67%,13%,509,2019 Spring
VIST 284,JENKS M,3.200,47%,40%,510,2019 Spring
VIST 284,BOUJNIKH A,3.750,75%,25%,511,2019 Spring
VIST 284,LINDIG N,2.833,33%,39%,512,2019 Spring
VIST 284,ZHU D,3.040,20%,68%,701,2019 Spring
